id,org_name,event_name,event_description,event_start_date,event_end_date,days_of_week,start_time,end_time,more_info,fee,admission_price,site_location_name,event_photo,events_category,age_group_eligibility_tags,race_ethnicity_eligibility_tags,special_needs_eligibility_tags,sogi_eligibility_tags,language_eligibility_tags,site_address,site_phone,site_email,featured,latitude,longitude,point,analysis_neighborhood,supervisor_district,data_as_of,data_loaded_at
42895_rpd,SF Rec Park,Tennis - Intermediate Live Ball,"Live    Ball is a new format which emphasizes on court competitive drills in a fun,    fast, & exciting game format. This tennis course is not for the entry    level beginning player.",2026/03/20 12:00:00 AM,2026/05/29 12:00:00 AM,F,12:00:00,13:00:00,sfrecpark.org/register,true,,GLEN CANYON REC CENTER,https://upload.wikimedia.org/wikipedia/en/0/0b/San_Francisco_Recreation_%26_Parks_Department_Logo.jpg,Sports & Recreation,TAY,,,,,70 Elk St,(415) 337-4705,,,37.736199000001,-122.440045500002,POINT (-122.4400455 37.736199),Glen Park,8,2026/02/14 12:00:00 AM,2026/02/14 07:06:56 AM
39195_rpd,SF Rec Park,After School Program - Jackson Wait List,"**You are adding to the wait list only**The After School program is currently full. You are adding to the wait list for the 2025-26 school year. If a spot opens up and we are able to offer you a spot, we will reach out. This afterschool program only pick up participants from Daniel Webster.  Our after school program is an experience that provides a safe and nurturing environment for youth in grades K-5 to develop life long recreation and leisure skills. Participants will receive homework assistance, be exposed to an environment that will promote literacy, encourage communication and empowerment skills while providing recreation activities that include sports, group games, arts and culture, community exploration and seasonal special events. All staff and volunteers receive background checks and are trained in safety skills. Start times may vary based on the school release time. The fee for the school year is $1,080. Parents will have the option to pay the entire fee upon registration. Payment plans are available. $270 is due upon registration and on the first day of October, January and March of the school year.",2025/08/18 12:00:00 AM,2026/06/03 12:00:00 AM,M-F,14:00:00,18:00:00,sfrecpark.org/register,false,,JACKSON PLGD,https://upload.wikimedia.org/wikipedia/en/0/0b/San_Francisco_Recreation_%26_Parks_Department_Logo.jpg,Sports & Recreation,Children; Pre-Teens,,,,,1501 17th St @ Arkansas St,(415) 831-2700,,,37.764983695753,-122.398828547934,POINT (-122.398828548 37.764983696),Potrero Hill,10,2026/02/14 12:00:00 AM,2026/02/14 07:06:56 AM
41361_rpd,SF Rec Park,Community Gaming Space,"Join us at the ultimate gaming hangout where you can build and play games with friends! Learn how to mod your favorite popular games, like Super Smash Bros using 2D and 3D graphics, how to host epic gaming tournaments, and create awesome online content by streaming, editing, and posting your own videos. All this happens in a safe, fun, and super chill environment where you can level up your skills and creativity.  This community gaming space is open to ages 10 and up. Participants are encouraged to bring their own device, and some tablets will be available to use during the gaming hang out.",2026/02/20 12:00:00 AM,2026/02/20 12:00:00 AM,F,18:30:00,20:30:00,sfrecpark.org/register,true,,MISSION ARTS CENTER,https://upload.wikimedia.org/wikipedia/en/0/0b/San_Francisco_Recreation_%26_Parks_Department_Logo.jpg,Sports & Recreation,Pre-Teens; Teens; TAY,,,,,745 Treat Ave,(415) 831-6801,,,37.758186000001,-122.413396500002,POINT (-122.4133965 37.758186),Mission,9,2026/02/14 12:00:00 AM,2026/02/14 07:06:56 AM
138803_sfpl,SF Public Library,Storytime: For Preschoolers,"Books, songs, fingerplays and more for ages 3–5.&nbsp;  Learn more about storytimes with SFPL, including current offerings, at…",2026/02/19 12:00:00 AM,2026/02/19 12:00:00 AM,,11:00:00,11:30:00,https://sfpl.org/events/2026/02/19/storytime-preschoolers-0,false,,Bayview/Linda Brooks-Burton,https://sfpl.org//sites/default/files/topics/StorytimeforPreschoolers.jpg,Library Events,"Toddlers (Ages 1-3), Pre-School (Ages 3-5)",,,,,5075 3rd Street,415-355-5757,baymgr@sfpl.org,,37.732491000001,-122.391328500002,POINT (-122.3913285 37.732491),Bayview Hunters Point,10,2026/02/14 12:00:00 AM,2026/02/14 07:06:56 AM
41354_rpd,SF Rec Park,Drop-in: Table Tennis,,2026/01/10 12:00:00 AM,2026/03/14 12:00:00 AM,Sa,13:00:00,16:45:00,sfrecpark.org/register,false,,RICHMOND REC CENTER,https://upload.wikimedia.org/wikipedia/en/0/0b/San_Francisco_Recreation_%26_Parks_Department_Logo.jpg,Sports & Recreation,All Ages,,,,,251 - 18th Ave,(415) 666-7020,,,37.783215000001,-122.477976000002,POINT (-122.477976 37.783215),Outer Richmond,1,2026/02/14 12:00:00 AM,2026/02/14 07:06:56 AM
42600_rpd,SF Rec Park,Level 4,"This class should improve participants' proficiency in performing the swimming strokes that were introduced in Level 3. Participants perform these strokes with increased proficiency and can swim them for greater distances. In addition, participants learn the arm actions that accompany the scissors kick and breaststroke kick to begin performing the sidestroke and breaststroke at rudimentary proficiency levels. Participants also learn the back crawl and butterfly at rudimentary proficiency levels, in addition to the basics of performing a simple open turn at a wall. Prerequisite: Successful completion of Level 3.",2026/03/17 12:00:00 AM,2026/03/27 12:00:00 AM,Tue-Fri,04:30:00,05:00:00,sfrecpark.org/register,true,,MARTIN LUTHER KING JR. SWIMMING POOL,https://upload.wikimedia.org/wikipedia/en/0/0b/San_Francisco_Recreation_%26_Parks_Department_Logo.jpg,Sports & Recreation,Children; Pre-Teens; Teens; TAY,,,,,5701 3rd St,(415) 822-2807,,,37.725948000001,-122.393308500002,POINT (-122.3933085 37.725948),Bayview Hunters Point,10,2026/02/14 12:00:00 AM,2026/02/14 07:06:56 AM
41338_rpd,SF Rec Park,Drop-in: Adult Volleyball - Advanced,"Advance    players only, first come first serve.",2026/01/08 12:00:00 AM,2026/03/12 12:00:00 AM,Th,18:15:00,21:00:00,sfrecpark.org/register,false,,RICHMOND REC CENTER,https://upload.wikimedia.org/wikipedia/en/0/0b/San_Francisco_Recreation_%26_Parks_Department_Logo.jpg,Sports & Recreation,TAY,,,,,251 - 18th Ave,(415) 666-7020,,,37.783215000001,-122.477976000002,POINT (-122.477976 37.783215),Outer Richmond,1,2026/02/14 12:00:00 AM,2026/02/14 07:06:56 AM
40579_rpd,SF Rec Park,Yoga - Hatha Traditional,"There is much more in Hatha yoga practice than poses. In this series, we still explore practices aimed to improve our physical well-being through asanas (poses); we also introduce practices that include pranayama (breath expansion) techniques, and finally we experience the benefits of simple meditation techniques. The intention is awareness at a physical, mental and emotional level on as well as off the mat.",2026/01/07 12:00:00 AM,2026/02/25 12:00:00 AM,W,12:30:00,13:30:00,sfrecpark.org/register,true,,PALEGA REC CENTER,https://upload.wikimedia.org/wikipedia/en/0/0b/San_Francisco_Recreation_%26_Parks_Department_Logo.jpg,Sports & Recreation,TAY,,,,,500 Felton St @ Holyoke St,(415) 831-6828,,,37.728918000001,-122.409882000002,POINT (-122.409882 37.728918),Portola,9,2026/02/14 12:00:00 AM,2026/02/14 07:06:56 AM
149630_sfpl,SF Public Library,Tutorial: Earn a Certificate in Digital Computer Skills,Build your digital skills and earn certificates in various computer skills to share with employers during this in-person proctored session using…,2026/02/25 12:00:00 AM,2026/02/25 12:00:00 AM,,16:00:00,18:00:00,https://sfpl.org/events/2026/02/25/tutorial-earn-certificate-digital-computer-skills,false,,Main Library,https://sfpl.org//sites/default/files/2026-01/27276.jpg,Library Events,TAY (Ages 18-24),,,,,100 Larkin Street,415-557-4400,info@sfpl.org,,37.779354000001,-122.415871500002,POINT (-122.4158715 37.779354),Tenderloin,5,2026/02/14 12:00:00 AM,2026/02/14 07:06:56 AM
130406_sfpl,SF Public Library,Workshop: Basic Budgeting for Teens,"Understand the basics of financial literacy &amp; budgeting, including analyzing bank statements, the different parts of checks &amp; deposit slips…",2026/02/22 12:00:00 AM,2026/02/22 12:00:00 AM,,13:30:00,15:30:00,https://sfpl.org/events/2026/02/22/workshop-basic-budgeting-teens,false,,Noe Valley/Sally Brunn,https://sfpl.org//sites/default/files/2025-08/24058.png,Library Events,Teens (Ages 13-18),,,,,451 Jersey Street,415-355-5707,nvamgr@sfpl.org,,37.750302000001,-122.435118000002,POINT (-122.435118 37.750302),Noe Valley,8,2026/02/14 12:00:00 AM,2026/02/14 07:06:56 AM
41168_rpd,SF Rec Park,Woodworking I: Shaker Table,"Our    project-based beginning classes provide a thorough introduction to    woodworking tools, techniques and machinery. As you build a Shaker table,    you'll learn how to safely operate the workhorses of the wood shop: table    saws, jointers, planers, bandsaws, and more. You'll learn about wood    selection, milling, joinery, scraping, sanding, assembly, and finishing.    NOTE: Please don't sign up for the class if you cannot make every session;    for safety reasons, students who miss 2 or more meetings may be dropped.  A $50 materials fee is folded into the    overall cost of the class. Prerequisite: Woodworking Safety Orientation.    Students who have not met the prerequisite will be withdrawn and charged a    20% refund processing fee.",2026/01/14 12:00:00 AM,2026/03/11 12:00:00 AM,W,18:30:00,21:30:00,sfrecpark.org/register,true,,RANDALL MUSEUM,https://upload.wikimedia.org/wikipedia/en/0/0b/San_Francisco_Recreation_%26_Parks_Department_Logo.jpg,Sports & Recreation,Teens; TAY,,,,,199 Museum Way,(415) 554-9600,,,37.764432000001,-122.438160000002,POINT (-122.43816 37.764432),Castro/Upper Market,8,2026/02/14 12:00:00 AM,2026/02/14 07:06:56 AM
133107_sfpl,SF Public Library,Activity: Drawing From Film: Them!,"We'll be pausing the classic nuclear age creature feature, Them!, to draw striking frames.Basic materials (pencils, paper, erasers) will be provided…",2026/02/21 12:00:00 AM,2026/02/21 12:00:00 AM,,11:00:00,13:00:00,https://sfpl.org/events/2026/02/21/activity-drawing-film-them,false,,Main Library,https://sfpl.org//sites/default/files/2025-12/26179.jpg,Library Events,TAY (Ages 18-24),,,,,100 Larkin Street,415-557-4400,info@sfpl.org,,37.779354000001,-122.415871500002,POINT (-122.4158715 37.779354),Tenderloin,5,2026/02/14 12:00:00 AM,2026/02/14 07:06:56 AM
146168_sfpl,SF Public Library,Activity: Button Making,Make your own buttons to pin to your clothes or bag. Show it off or give them to friends. For ages 10–18.,2026/02/18 12:00:00 AM,2026/02/18 12:00:00 AM,,15:00:00,16:00:00,https://sfpl.org/events/2026/02/18/activity-button-making,false,,North Beach,https://sfpl.org//sites/default/files/topics/MakeDo.png,Library Events,Teens (Ages 13-18),,,,,850 Columbus Avenue,415-355-5626,nbemgr@sfpl.org,,37.802601000001,-122.413284000002,POINT (-122.413284 37.802601),North Beach,3,2026/02/14 12:00:00 AM,2026/02/14 07:06:56 AM
42775_rpd,SF Rec Park,Ceramics Open Studio,"For    enrolled ceramics students at the Sharon Art Studio who want more, we offer    Open Studio! Students can practice wheel throwing, hand building, and glaze    or trim their pieces. There is no instruction given during open studio time.    All firing is done by instructor without an additional charge. All    participants MUST be enrolled in a ceramics course in order to register for    open studio. Please note, registration for open studio is done at Sharon Art    Studio only, no online registration available.",2026/03/23 12:00:00 AM,2026/05/18 12:00:00 AM,M,13:30:00,15:30:00,sfrecpark.org/register,true,,SHARON ART STUDIO,https://upload.wikimedia.org/wikipedia/en/0/0b/San_Francisco_Recreation_%26_Parks_Department_Logo.jpg,Sports & Recreation,TAY,,,,,Golden Gate Park,(415) 753-7006,,,,,,,,2026/02/14 12:00:00 AM,2026/02/14 07:06:56 AM
40619_rpd,SF Rec Park,Jr. Warriors Basketball  - Kindergarten,"Welcome to our 25th Annual SFRPD All-City Jr. Warriors Youth Basketball League in San Francisco! Our Jr. Warriors League depends on the generosity of volunteers to provide an opportunity for our youth (Kindergarten - 8th Grade) to learn the game of basketball in a recreational, supportive, and safe environment. Each team will have league games (6 or more) and weekly practices. Jr. Warriors League games will be played on Thursdays, Fridays, or Saturdays at different Recreation Centers depending on grade level. If you are interested in becoming a coach/assistant coach, referee, or scorekeeper, you do not need to have a high level of experience in basketball. Our league offers an annual coaching clinic and experienced coaches who are more than happy to provide advice.",2026/01/06 12:00:00 AM,2026/02/24 12:00:00 AM,TBD,00:00:00,00:00:00,sfrecpark.org/register,true,,,https://upload.wikimedia.org/wikipedia/en/0/0b/San_Francisco_Recreation_%26_Parks_Department_Logo.jpg,Sports & Recreation,Toddlers; Children,,,,,,,,,,,,,,2026/02/14 12:00:00 AM,2026/02/14 07:06:56 AM
135099_sfpl,SF Public Library,Early Learning: Swing Into Stories,Children's bookmobile service in the park.&nbsp;  &nbsp;  Outdoor storytime from&nbsp;10:30–11:00am.&nbsp;For ages 5 and younger.,2026/03/03 12:00:00 AM,2026/03/03 12:00:00 AM,,09:30:00,12:00:00,https://sfpl.org/events/2026/03/03/early-learning-swing-stories,false,,Bookmobiles / Mobile Outreach,https://sfpl.org//sites/default/files/2025-10/25201.png,Library Events,"Toddlers (Ages 1-3), Pre-School (Ages 3-5)",,,,,Mobile Outreach Services,415-554-9081,mosmgr@sfpl.org,,,,,,,2026/02/14 12:00:00 AM,2026/02/14 07:06:56 AM
41261_rpd,SF Rec Park,Ceramics - Sharon Art Studio,"This    class introduces hand building techniques including pinch, coil, and slab    construction, and basic wheel throwing techniques of wedging, centering,    throwing cups and bowls, and trimming. Instructor provides individual    guidance for all skill levels. Surface decoration and glazing techniques will    also be explored. Clay is available for purchase at the studio with a    100-pound clay limit per session. No outside clay or glazes allowed. Students    must purchase a basic pottery tool kit prior to the first day of class.    Suggested materials list can be found at sharonartstudio.org. Students may    enroll in only one ceramics class per session. Note: New students (new to    ceramics or Sharon Art Studio) must attend the first three classes. All skill    levels welcome.",2026/01/09 12:00:00 AM,2026/03/06 12:00:00 AM,F,10:00:00,13:00:00,sfrecpark.org/register,true,,SHARON ART STUDIO,https://upload.wikimedia.org/wikipedia/en/0/0b/San_Francisco_Recreation_%26_Parks_Department_Logo.jpg,Sports & Recreation,TAY,,,,,Golden Gate Park,(415) 753-7006,,,,,,,,2026/02/14 12:00:00 AM,2026/02/14 07:06:56 AM
42805_rpd,SF Rec Park,Watercolor Line & Wash Techniques: Fresh Harvest,"Fresh  Harvest: The Line and Wash Way invites students into an immersive,    hands-on exploration of botanical watercolor—this time, focusing on the    textures, shapes, and colors of early spring vegetables and herbs.  Across    four sessions, each built around working from life, participants will  develop    foundational pen and watercolor skills — including color mixing,  composition,    proportion, texture, and edge control. Please bring requested materials to  class. Materials list available at sharonartstudio.org.",2026/03/27 12:00:00 AM,2026/04/17 12:00:00 AM,F,15:00:00,18:00:00,sfrecpark.org/register,true,,SHARON ART STUDIO,https://upload.wikimedia.org/wikipedia/en/0/0b/San_Francisco_Recreation_%26_Parks_Department_Logo.jpg,Sports & Recreation,TAY,,,,,Golden Gate Park,(415) 753-7006,,,,,,,,2026/02/14 12:00:00 AM,2026/02/14 07:06:56 AM
42778_rpd,SF Rec Park,Ceramics Open Studio,"For    enrolled ceramics students at the Sharon Art Studio who want more, we offer    Open Studio! Students can practice wheel throwing, hand building, and glaze    or trim their pieces. There is no instruction given during open studio time.    All firing is done by instructor without an additional charge. All    participants MUST be enrolled in a ceramics course in order to register for    open studio. Please note, registration for open studio is done at Sharon Art    Studio only, no online registration available.",2026/03/26 12:00:00 AM,2026/05/21 12:00:00 AM,Th,13:30:00,15:30:00,sfrecpark.org/register,true,,SHARON ART STUDIO,https://upload.wikimedia.org/wikipedia/en/0/0b/San_Francisco_Recreation_%26_Parks_Department_Logo.jpg,Sports & Recreation,TAY,,,,,Golden Gate Park,(415) 753-7006,,,,,,,,2026/02/14 12:00:00 AM,2026/02/14 07:06:56 AM
42829_rpd,SF Rec Park,Adult Swim - Learning the Basics,"This class is designed to help participants gain basic aquatic skills and swimming strokes, including the front crawl, breaststroke and elementary backstroke. Participants also learn skills and concepts needed to stay safe around water, in addition to those needed to help themselves or others in an aquatic emergency.",2026/03/18 12:00:00 AM,2026/04/17 12:00:00 AM,"W,F",11:15:00,11:45:00,sfrecpark.org/register,true,,MARTIN LUTHER KING JR. SWIMMING POOL,https://upload.wikimedia.org/wikipedia/en/0/0b/San_Francisco_Recreation_%26_Parks_Department_Logo.jpg,Sports & Recreation,TAY,,,,,5701 3rd St,(415) 822-2807,,,37.725948000001,-122.393308500002,POINT (-122.3933085 37.725948),Bayview Hunters Point,10,2026/02/14 12:00:00 AM,2026/02/14 07:06:56 AM
40842_rpd,SF Rec Park,Introduction to Cartoon & Animation,"Students    will learn to create animation characters, turnarounds, props, and scenes in    a fun and casual environment. In this class, students will explore real    techniques and methods used in the animation and cartoon industry.  All materials included.  iPads and pencils will be available for    students to use during class.  Students    may bring their own iPads to class, and must have the Procreate app already    purchased and installed on their device.",2026/01/06 12:00:00 AM,2026/03/10 12:00:00 AM,T,19:00:00,20:30:00,sfrecpark.org/register,true,,HARVEY MILK CENTER FOR THE ARTS,https://upload.wikimedia.org/wikipedia/en/0/0b/San_Francisco_Recreation_%26_Parks_Department_Logo.jpg,Sports & Recreation,TAY,,,,,50 Scott St,(415) 554-8742,,,37.769499000001,-122.434623000002,POINT (-122.434623 37.769499),Haight Ashbury,8,2026/02/14 12:00:00 AM,2026/02/14 07:06:56 AM
42507_rpd,SF Rec Park,Darkroom Essentials & Processes,This    introductory class covers all of the key basics in Black and White Darkroom    printing. Learn the essential steps and key processes to get you on your way    to printing your images! Students will gain the techniques to grow in skill    and confidence. Instructor will go over the needed materials in the first    class. This class can be taken in lieu of Photography Center Orientation.,2026/04/07 12:00:00 AM,2026/05/12 12:00:00 AM,T,18:00:00,20:30:00,sfrecpark.org/register,true,,HARVEY MILK PHOTO CENTER,https://upload.wikimedia.org/wikipedia/en/0/0b/San_Francisco_Recreation_%26_Parks_Department_Logo.jpg,Sports & Recreation,TAY,,,,,50 Scott St,(415) 554-9522,,,37.769499000001,-122.434623000002,POINT (-122.434623 37.769499),Haight Ashbury,8,2026/02/14 12:00:00 AM,2026/02/14 07:06:56 AM
42176_rpd,SF Rec Park,Drop-in: Teen time-out,Want some assistance in school work. Join with    friends.,2026/03/16 12:00:00 AM,2026/05/26 12:00:00 AM,"M,T",18:00:00,20:00:00,sfrecpark.org/register,false,,GARFIELD SQUARE,https://upload.wikimedia.org/wikipedia/en/0/0b/San_Francisco_Recreation_%26_Parks_Department_Logo.jpg,Sports & Recreation,Pre-Teens; Teens; TAY,,,,,1271 Treat St,(415) 831-2700,,,37.749873178722,-122.412712359648,POINT (-122.41271236 37.749873179),Mission,9,2026/02/14 12:00:00 AM,2026/02/14 07:06:56 AM
40850_rpd,SF Rec Park,Portfolio Development,"This    class is a drawing class for anyone who wants to improve their drawing    skills. Need a portfolio but not sure where to start? This special workshop    will help you get a jump start on your drawing portfolio, polish you skills    and boost your confidence. We'll focus on still life, figure drawing,    portraits, proportions, hands and faces. All materials provided.",2026/01/10 12:00:00 AM,2026/03/14 12:00:00 AM,Sa,11:00:00,12:30:00,sfrecpark.org/register,true,,HARVEY MILK CENTER FOR THE ARTS,https://upload.wikimedia.org/wikipedia/en/0/0b/San_Francisco_Recreation_%26_Parks_Department_Logo.jpg,Sports & Recreation,Pre-Teens; Teens,,,,,50 Scott St,(415) 554-8742,,,37.769499000001,-122.434623000002,POINT (-122.434623 37.769499),Haight Ashbury,8,2026/02/14 12:00:00 AM,2026/02/14 07:06:56 AM
40673_rpd,SF Rec Park,Jr. Warriors Basketball  - St. Mary's - 7th/8thGrade,"Welcome to our 25th Annual SFRPD All-City Jr. Warriors Youth Basketball League in San Francisco! Our Jr. Warriors League depends on the generosity of volunteers to provide an opportunity for our youth (Kindergarten - 8th Grade) to learn the game of basketball in a recreational, supportive, and safe environment. Each team will have league games (6 or more) and weekly practices. Jr. Warriors League games will be played on Thursdays, Fridays, or Saturdays at different Recreation Centers depending on grade level. If you are interested in becoming a coach/assistant coach, referee, or scorekeeper, you do not need to have a high level of experience in basketball. Our league offers an annual coaching clinic and experienced coaches who are more than happy to provide advice.",2026/01/07 12:00:00 AM,2026/02/25 12:00:00 AM,W,17:30:00,18:30:00,sfrecpark.org/register,true,,ST. MARY'S REC CENTER,https://upload.wikimedia.org/wikipedia/en/0/0b/San_Francisco_Recreation_%26_Parks_Department_Logo.jpg,Sports & Recreation,Pre-Teens; Teens,,,,,95 Justin Dr @ Murray St,(415) 695-5006,,,37.734138000001,-122.421924000002,POINT (-122.421924 37.734138),Bernal Heights,9,2026/02/14 12:00:00 AM,2026/02/14 07:06:56 AM
150111_sfpl,SF Public Library,Activity: Creative Art Friday Afternoon,"Unwind at the end of the week with a relaxing, drop-in art session. Whether you enjoy coloring, crafting, puzzles, or simply exploring your creative…",2026/03/06 12:00:00 AM,2026/03/06 12:00:00 AM,,14:30:00,16:00:00,https://sfpl.org/events/2026/03/06/activity-creative-art-friday-afternoon,false,,Main Library,https://sfpl.org//sites/default/files/topics/CreativeArts.jpg,Library Events,TAY (Ages 18-24),Asian,,,Chinese,100 Larkin Street,415-557-4400,info@sfpl.org,,37.779354000001,-122.415871500002,POINT (-122.4158715 37.779354),Tenderloin,5,2026/02/14 12:00:00 AM,2026/02/14 07:06:56 AM
41408_rpd,SF Rec Park,Baseball - SFYBL - Pinto - Miners,"**Registration will open on November 12th at 10am** SF Recreation and Parks Department and SF Fire Department Flame Athletics presents the 2026 SF Youth Baseball League Spring PINTO Division. Individual players ages 7 to 8 (based on league age guidelines) that want to sign up for a PINTO team, can select this Practice Location/Day/Time. Fees include one practice per week, a uniform, and entry into the SFYBL. We are seeking Parent Volunteers to step in as Head Coach, Assistant Coaches, and Team Parent. If you would like to create or join an Independent Team, please go to sfybl.com and click on Sign Up Information for instructions.",2026/03/04 12:00:00 AM,2026/05/13 12:00:00 AM,W,16:30:00,17:30:00,sfrecpark.org/register,true,,PRESIDIO WALL PLGD,https://upload.wikimedia.org/wikipedia/en/0/0b/San_Francisco_Recreation_%26_Parks_Department_Logo.jpg,Sports & Recreation,Children; Pre-Teens,,,,,3550 Pacific Ave @ Spruce St,(415) 831-2700,,,37.790829000001,-122.453491500002,POINT (-122.4534915 37.790829),Presidio,2,2026/02/14 12:00:00 AM,2026/02/14 07:06:56 AM
132338_sfpl,SF Public Library,Storytime: For Families,Space limited. Tickets available on a first come basis at the front door starting at&nbsp;10:00am.,2026/03/12 12:00:00 AM,2026/03/12 12:00:00 AM,,10:15:00,10:45:00,https://sfpl.org/events/2026/03/12/storytime-families-1,false,,Noe Valley/Sally Brunn,https://sfpl.org//sites/default/files/topics/StorytimeforFamilies.jpg,Library Events,"Toddlers (Ages 1-3), Pre-School (Ages 3-5)",,,,,451 Jersey Street,415-355-5707,nvamgr@sfpl.org,,37.750302000001,-122.435118000002,POINT (-122.435118 37.750302),Noe Valley,8,2026/02/14 12:00:00 AM,2026/02/14 07:06:56 AM
144780_sfpl,SF Public Library,"Social: Sunday Swap, Greeting Cards","Bring your unused greeting cards to help them find new life in another home. If possible, please include their associated envelopes, but it's alright…",2026/02/22 12:00:00 AM,2026/02/22 12:00:00 AM,,14:00:00,15:00:00,https://sfpl.org/events/2026/02/22/social-sunday-swap-greeting-cards,false,,Glen Park,https://sfpl.org//sites/default/files/2025-12/26274.png,Library Events,TAY (Ages 18-24),,,,,2825 Diamond Street,415-355-2858,gpamgr@sfpl.org,,37.733940000001,-122.433903000002,POINT (-122.433903 37.73394),Glen Park,8,2026/02/14 12:00:00 AM,2026/02/14 07:06:56 AM
41141_rpd,SF Rec Park,Ceramics: Potter's Wheel,"Come    learn the potter's wheel with us! This friendly & supportive studio is    the perfect place to develop your throwing skills. You'll learn to wedge,    center, and pull up the clay walls of your wheel-thrown clay pieces. Begin    throwing cups & bowls and progress at your own pace to more advanced    forms like vases and plates. You'll learn glazing techniques, and work will    be fired in the Randall kilns. NOTE: New students must attend the first three    class meetings.",2026/01/15 12:00:00 AM,2026/03/05 12:00:00 AM,Th,18:30:00,21:30:00,sfrecpark.org/register,true,,RANDALL MUSEUM,https://upload.wikimedia.org/wikipedia/en/0/0b/San_Francisco_Recreation_%26_Parks_Department_Logo.jpg,Sports & Recreation,Teens; TAY,,,,,199 Museum Way,(415) 554-9600,,,37.764432000001,-122.438160000002,POINT (-122.43816 37.764432),Castro/Upper Market,8,2026/02/14 12:00:00 AM,2026/02/14 07:06:56 AM
40580_rpd,SF Rec Park,Yoga - Hatha Traditional,"There is much more in Hatha yoga practice than poses. In this series, we still explore practices aimed to improve our physical well-being through asanas (poses); we also introduce practices that include pranayama (breath expansion) techniques, and finally we experience the benefits of simple meditation techniques. The intention is awareness at a physical, mental and emotional level on as well as off the mat.",2026/01/08 12:00:00 AM,2026/02/26 12:00:00 AM,Th,18:30:00,19:30:00,sfrecpark.org/register,true,,PALEGA REC CENTER,https://upload.wikimedia.org/wikipedia/en/0/0b/San_Francisco_Recreation_%26_Parks_Department_Logo.jpg,Sports & Recreation,TAY,,,,,500 Felton St @ Holyoke St,(415) 831-6828,,,37.728918000001,-122.409882000002,POINT (-122.409882 37.728918),Portola,9,2026/02/14 12:00:00 AM,2026/02/14 07:06:56 AM
41064_rpd,SF Rec Park,Level 1,"*The location of this class is now at North Beach Pool*  This class is designed to orient participants to the aquatic environment and to help them gain basic aquatic skills. In addition, participants start learning about how to be safe around water. Children must be 48 to participate.          Registration is limited to one class per participant.",2026/01/10 12:00:00 AM,2026/03/07 12:00:00 AM,Sa,09:00:00,09:30:00,sfrecpark.org/register,true,,NORTH BEACH SWIMMING POOL,https://upload.wikimedia.org/wikipedia/en/0/0b/San_Francisco_Recreation_%26_Parks_Department_Logo.jpg,Sports & Recreation,Children; Pre-Teens; Teens; TAY,,,,,651 Lombard St,(415) 391-0407,,,37.802673000001,-122.412078000002,POINT (-122.412078 37.802673),North Beach,3,2026/02/14 12:00:00 AM,2026/02/14 07:06:56 AM
138010_sfpl,SF Public Library,Activity: Art Studio,"Make&nbsp;the Library more unique and beautiful with art–centered, constructive volunteerism.&nbsp;For ages 13–18.",2026/03/12 12:00:00 AM,2026/03/12 12:00:00 AM,,17:00:00,18:00:00,https://sfpl.org/events/2026/03/12/activity-art-studio,false,,Merced,https://sfpl.org//sites/default/files/topics/MakeDo.png,Library Events,Teens (Ages 13-18),,,,,155 Winston Drive,415-355-2825,mermgr@sfpl.org,,37.726713000001,-122.474461500002,POINT (-122.4744615 37.726713),West of Twin Peaks,7,2026/02/14 12:00:00 AM,2026/02/14 07:06:56 AM
138183_sfpl,SF Public Library,"Workshop: Z Space&#039;s Word For Word, Bringing Characters from Book to the Stage","Step inside the story and experience Dave Eggers' <a href=""https://sfpl.bibliocommons.com/v2/record/S93C5765631"">The Eyes &amp; The Impossible</a>…",2026/02/14 12:00:00 AM,2026/02/14 12:00:00 AM,,15:00:00,15:45:00,https://sfpl.org/events/2026/02/14/workshop-z-spaces-word-word-bringing-characters-book-stage,false,,Bernal Heights,https://sfpl.org//sites/default/files/2025-12/26438.png,Library Events,Children/Pre-Teens (Ages 5-13),,,,,500 Cortland Avenue,415-355-2810,bhemgr@sfpl.org,,37.738917000001,-122.416168500002,POINT (-122.4161685 37.738917),Bernal Heights,9,2026/02/14 12:00:00 AM,2026/02/14 07:06:56 AM
132953_sfpl,SF Public Library,Activity: Beginners Tai Chi with Patrick Lau,This weekly drop-in class will provide beginners Tai Chi instruction to participants.&nbsp;,2026/03/02 12:00:00 AM,2026/03/02 12:00:00 AM,,13:30:00,14:15:00,https://sfpl.org/events/2026/03/02/activity-beginners-tai-chi-patrick-lau,false,,Presidio,https://sfpl.org//sites/default/files/2025-09/24588.jpg,Library Events,TAY (Ages 18-24),,,,,3150 Sacramento Street,415-355-2880,premgr@sfpl.org,,37.788822000001,-122.444865000002,POINT (-122.444865 37.788822),Pacific Heights,2,2026/02/14 12:00:00 AM,2026/02/14 07:06:56 AM
